"All","Alle"
"Shopping cart items have been added to gift registry.","Producten in Winkelwagen zijn toegevoegd aan Cadeau Registratie."
"Virtual, Downloadable, and virtual Gift Card products cannot be added to gift registries.","Virtueel te downloaden en virtuele cadeaukaart-producten kunnen niet worden toegevoegd aan verlanglijsts."
"We can't add shopping cart items to the gift registry right now.","Wij kunnen geen winkelwagen items toevoegen aan uw verlanglijst."
"You deleted this gift registry entity.","U verwijderd dit verlanglijst register geheel."
"We couldn't delete this gift registry entity.","Wij kunnen deze verlanglijst niet geheel verwijderen."
"Customers","Klanten"
"Edit '%1' Gift Registry","Bewerk '%1' verlanglijst"
"Something went wrong while editing the gift registry.","Er ging iets fout tijdens het delen van de verlanglijst."
"Please enter at least one email address.","Geef tenminste één e-mailadres."
"%1 email(s) were sent.","%1 email(s) zijn verzonden."
"We couldn't send '%1 of %2 emails.","We konden  '%1 van %2 e-mails niet verzenden ."
"You updated this gift registry.","U heeft de verlanglijst bijgewerkt."
"We can't update these gift registry items right now.","We kunnen deze producten van de verlanglijst op dit moment niet updaten."
"You deleted the gift registry type.","U heeft verwijderd de verlanglijst register type."
"We couldn't delete this gift registry type.","Wij kunnen dit verlanglijst register type niet verwijderen."
"%1","%1"
"Edit Type","Bewerk type"
"New Type","Nieuw type"
"You saved the gift registry type.","U heeft dit verlanglijst register type opgeslagen."
"We can't save this gift registry type right now.","Wij kunnen deze verlanglijst register type nu niet opslaan."
"Page not found.","Pagina niet gevonden."
"Please correct the gift registry ID.","Corrigeer de verlanglijst register-ID."
"%1 item(s) have been added to the gift registry.","%1 product(en) heeft u toegevoegd aan het cadeauregister."
"We have nothing to add to this gift registry.","Wij kunnen niets aan deze verlanglijst toevoegen."
"You can't add virtual products, digital products or gift cards to gift registries.","Je kunt geen virtuele producten, digitale producten of kadokaarten toevoegen aan de verlanglijst."
"You deleted this gift registry.","U heeft verwijderd deze verlanglijst registratie."
"Something went wrong while deleting the gift registry.","Er ging iets fout tijdens het delen van de verlanglijst."
"Please correct the gift registry.","Corrigeer de verlanglijst registratie."
"Incorrect Type","Onjuist Type"
"Please correct the registrant data.","Corrigeer de registreerder gegevens."
"Address is empty.","Adres is leeg"
"Please select an address.","Selecteer een adres."
"Please correct the address.","Corrigeer het adres."
"You saved this gift registry.","U heeft deze cadeaulijst opgeslagen."
"We couldn't save this gift registry.","We konden de cadeaulijst niet opslaan."
"Gift Registry Items","items op verlanglijst"
"Something went wrong while sending email(s).","Er ging iets mis tijdens het verzenden van email(s)."
"Something went wrong while sharing the gift registry.","Er ging iets mis tijdens het delen van de verlanglijst."
"You updated the gift registry items.","U heeft de product op de verlanglijst bijgewerkt."
"We couldn't update the gift registry.","We konden de verlanglijst niet bijwerken."
"The wish list item has been added to this gift registry.","Het product is toegevoegd aan deze verlanglijst."
"We couldn’t add your wish list items to your gift registry.","We konden uw verlanglijst producten niet aan uw verlanglijst toevoegen."
"Please enter correct search options.","Voer de juiste zoekopties in."
"Please enter at least 2 letters of the first name.","Voer ten minste 2 letter van de voornaam in."
"Please enter at least 2 letters of the last name.","Voer ten minste 2 letters van de achternaam in."
"Please enter a valid email address.","Vul een geldig e-mailadres in"
"Please enter a gift registry ID.","Voer een verlanglijst ID in."
"Please enter the quantity of items to add to cart.","Geef het aantal toe te voegen artikelen aan de winkelwagen in."
"We can't add this item to your shopping cart right now.","We kunnen dit product nu niet aan uw winkelwagen toevoegen."
"Gift Registry Info","verlanglijst-informatie"
"Please enter the ""%1"".","Vul alstublieft de ""%1"" in."
"Please enter the correct ""%1"".","Voer de juiste ""%1"" in."
"Custom Types","Aangepaste types"
"Static Types","Statische Types"
"label","label"
"Product has required options.","Product heeft vereiste opties."
"You need to enter sender data.","Afzender gegevens zijn verplicht."
"Please add invitees.","Voeg aub genodigden toe."
"You cannot send emails to more than %1 recipients at once","U kunt geen e-mails naar meer dan %1 geadresseerden tegelijk verzenden"
"Please enter a valid invitee email address.","Voer een geldig email adres van de genodigde in."
"Please enter an invitee name.","Voer een naam in voor de genodigde."
"You shared the gift registry for %1 emails.","U deelde de verlanglijst voor %1 e-mailadressen."
"We couldn't share the registry.","We konden het register niet delen."
"Private","Privé"
"Inactive","Inactief"
"Active","Actief"
"Please enter the title.","Voer aub de titel in."
"Please enter the message.","Voer aub het bericht in."
"Please enter correct the Privacy setting.","Voer de correcte privacyinstelling in."
"We cannot specify the product.","We kunnen het product niet specifiëren."
"Please correct the  gift registry item quantity.","Corrigeer het geschenk register product aantal."
"Please correct the gift registry item ID.","Corrigeer het geschenk register product ID."
"The quantity of ""%1"" product added to cart exceeds the quantity desired by the Gift Registry owner. The quantity added has been adjusted to meet remaining quantity %2.","Het toegevoegde aantal van ""%1"" product aan het winkelmandje overschrijdt het gewenste aantal van de eigenaar van de verlanglijst. Het toegevoegde aantal is aangepast om aan het aantal %2 te voldoen."
"Existing quantity of ""%1"" product in the cart has been replaced with quantity %2 just requested.","Bestaand aantal van ""%1"" product in uw mandje werd vervangen door het aantal %2 dat u net opvroeg."
"This product(s) is out of stock.","Dit product is niet op voorraad."
"Please correct the product for adding the item to the quote.","Corrigeer het product om het item toe te voegen aan de quote."
"Please correct the item option format.","Corrigeer het product optie formaat."
"An item option with code %1 already exists.","Een product optie met code %1 bestaad reeds."
"New","Nieuw"
"Please enter the first name.","Vul alstublieft de voornaam in."
"Please enter the last name.","Vul alstublieft de achternaam in."
"Please enter a valid email address(for example, daniel@x.com).","Voer een geldig e-mailadres in (bijvoorbeeld daniel@x.com)."
"Ship to the recipient's address.","Verzenden naar het adres van de geadresseerde."
"-- All --","-- Alles --"
"Unknown gift registry identifier","Onbekend verlanglijst ID"
"All Forms","Alle formulieren"
"Registrant Name Search","Registreerder Naam Zoeken"
"Registrant Email Search","Registreerder Email Zoeken"
"Gift Registry ID Search","Verlanglijst-ID zoeken"
"Type","Type"
"Owner","Eigenaar"
"Created on","Aangemaakt Op"
"Shipping Address","Bezorgadres"
"Shopping Cart Items","Items in winkelwagen"
"New Attribute","Nieuw attribuut"
"Input Type","Invoertype"
"Attribute Group","Atributengroep"
"Is Required","Is Vereist"
"Is Searcheable","Is te Zoeken"
"We found an attribute with this static input type already in the gift registry type. Please select a different input type.","We vonden een attribuut dat reeds bestaat in de verlanglijst-type met een statisch invoer type. Selecteer een ander invoer type."
"Show Region","Toon Regio"
"Date Format","Formaat datum"
"Is Default","Is standaard"
"Select a shipping address from your address book or enter a new address.","Selecteer een verzendadres vanuit uw adresboek of geef een nieuw e-mailadres in"
"Company","Bedrijfsnaam"
"Address","Adres"
"Street Address","Adres"
"Street Address %1","Adresregel %1"
"City","Plaats"
"Please select a region, state or province.","Selecteer regio, staat of provincie."
"Zip/Postal Code","Postcode"
"Country","Land"
"Phone Number","Telefoonnummer"
"Fax","Fax"
"Add All To Gift Registry","Voeg allemaal toe aan verlanglijst"
"Ship to registrant's address","Verzenden naar het adres van de registreerder"
"Use the gift registry shipping address","Gebruik verzendadres van de verlanglijst"
"Added On","Toegevoegd op"
"Qty","Aantal"
"Qty Fulfilled","Aantal Geleverd"
"Update Gift Registry","Update verlanglijst"
"Back","Terug"
"This gift registry has no items.","Deze verlanglijst heeft geen producten."
"Created On","Aangemaakt Op"
"Manage Items","Beheer Items"
"Share","Delen"
"Edit","Bewerken"
"You haven't created a gift registry yet.","U heeft nog geen verlanglijst aangemaakt."
"Add New","Voeg nieuwe toe"
"Remove","Verwijder"
"First Name","Voornaam"
"Name","Naam"
"Email","Email"
"* Required Fields","* Verplichte velden"
"Sender","Afzender"
"Invitee","genodigde"
"Maximum %1 email addresses.","Maximale %1 e-mailadressen."
"Add Invitee","Genodigde toevoegen"
"Gift Registry Type","Verlanglijst-type"
"Please select a gift registry type.","Selecteer een verlanglijst-type."
"Next","Volgende"
"Last Name","Achternaam"
"Registrant Information","Registrant informatie"
"Maximum %1 registrants.","Maximaal %1 registranten."
"Add Registrant","Registrant toevoegen"
"Type:","Soort:"
"Privacy Settings","Privacy Instellingen"
"Status","Status"
"Gift Registry Items Updated","items op verlanglijst geüpdate"
"Product Name","Product Naam"
"Requested Quantity","Gewenst aantal"
"Fulfilled Quantity","Voltooid aantal"
"Total Fulfilled Quantity","Totaal voltooide kwantiteit"
"Remaining Quantity","Resterend aantal"
"Quantity:","Aantal:"
"Customize and Add to Gift Registry","Bewerk en voeg toe aan verlanglijst"
"This won't take long . . .","Dit duurt maar even . . ."
"Required Fields","Verplichte velden"
"Search Options","Zoekopties"
"For better search results, first choose a gift registry type. By default, we search all registry types.","Voor betere zoekresultaten, kies eerst een verlanglijst-type. Standaard doorzoeken we alle verlanglijst-types."
"Type Specific Options","Type gespecificeerde opties"
"Search","Zoek"
"Registrant Email","Registreerder E-mail"
"Gift Registry ID","Verlanglijst-ID"
"Search Results","Zoekresultaten"
"Location","Plaats"
"Actions","Acties"
"View","Bekijk"
"Your search returned no results.","Uw zoekopdracht heeft geen resultaten opgeleverd."
"Please enter at least two letters of the name.","Voer ten minste twee letters van de naam in."
"Search By","Zoeken op"
"Please enter at least two letters.","Voer ten minste 2 letters in."
"Unit Price","Stukprijs"
"Add to Cart","In Winkelwagen"
"Gift Registry created at %store_name","Verlanglijst aangemaakt op %store_name"
"%name,","%name,"
"You have successfully created the new gift registry ""%registry_name"".","U heeft een nieuwe verlanglijst ""%registry_name"" aangemaakt."
"Your Gift Registry Message","Uw verlanglijst bericht"
"Now you can add products to your gift registry.","U kan nu producten toevoegen aan uw verlanglijst."
"Simply browse to <a href=""%store_url"">%store_name</a> and add the products you want to your shopping cart or wish list.","Navigeer naar <a href=""%store_url"">%store_name</a> en voeg de producten toe aan uw winkelwagen of verlanglijst."
"You can then add the products to your registry from your shopping cart or wish list page.","U kan vervolgens de producten van uw winkelwagen of verlanglijst toevoegen aan de lijst."
"You can also share it with your friends and family by logging into your account and visiting the Gift Registry tab.","U kan het ook delen met uw vrienden en familie door in te loggen op uw account en vervolgens te klikken op de verlanglijst tab."
"Or you can email the following link and gift registry ID to them:","Of u kan de volgende link en verlanglijst ID naar hen e-mailen:"
"Registry Location:","Registerlocatie:"
"Registry ID:","Register ID:"
"Gift Registry shared at %store_name","Verlanglijst gedeeld op %store_name"
"You can view and purchase items from this gift registry at <a href='%account_url'>%store_name</a>.","U kan de producten van deze verlanglijst bekijken en kopen op <a href=""%account_url"">%store_name</a>."
"Gift Registry:","Verlanglijst:"
"Created For:","Gemaakt voor:"
"You can create your own gift registry on <a href='%account_url'>%store_name</a> and share it with friends and family.","U kan uw eigen verlanglijst aanmaken op <a href=""%account_url"">%store_name</a> en het delen met vrienden en familie."
"Gift Registry updated at %store_name","Verlanglijst bijgewerkt op %store_name"
"The following items have been purchased from your gift registry ""%registry_name"":","De volgende producten van uw verlanglijst ""%registry_name"" zijn gekocht:"
"You can sign in to your account to view more details about this gift registry.","U kan inloggen op uw account om meer details over deze verlanglijst te bekijken."
"Ship to Recipient Address","Verzend naar adres van geadresseerde"
"Ship Here","Verzend hier"
"Recipient Address","Adres van geadresseerde"
"Use gift registry shipping address","Gebruik verzendadres van verlanglijst"
"The only place to change the number of gift registry items is on the Gift Registry Info page or directly in your cart.","De enige plaats om het aantal verlanglijst producten aan te passen is op de verlanglijst info pagina of rechtstreeks in uw winkelwagen."
"Text","Tekst"
"Gift Registry Details","Cadeauregisterdetails"
"Role","Rol"
"Event Data","Gebeurtenisgegevens"
"Event Information","Gebeurtenis informatie"
"Event Country","Gebeurtenis land"
"My event special","Speciale gebeurtenissen"
"My special attribute","Mijn speciale kenmerk"
"Gift Registry Section","Cadeauregistersectie"
"General Options","Algemene opties"
"Enable Gift Registry","zet verlanglijst aan"
"Maximum Registrants","Maximale registranten"
"Owner Notification","Eigenaarsnotificatie"
"Email Template","E-mail template"
