"All","Alle"
"You deleted a total of %1 records.","Sie haben insgesamt %1 Einträge gelöscht."
"You have not uploaded the image.","Sie haben kein Bild hochgeladen."
"You saved the gift wrapping.","Sie haben die Geschenkverpackung gespeichert."
"We can't save the gift wrapping right now.","Die Geschenkverpackung kann momentan nicht gespeichert werden."
"We can't update the image right now.","Die Grafik kann momentan nicht aktualisiert werden."
"Please select","Bitte wählen"
"Excluding Tax","Zuzüglich Steuern"
"Including Tax","Inklusive Steuern"
"Including and Excluding Tax","Inklusive und zuzüglich Steuern"
"None","Keine"
"The image content must be valid data.","Der Bildinhalt muss eine gültige Datei sein."
"The image extension ""%1"" not allowed.","Die Bilderweiterung ""%1"" ist nicht erlaubt."
"Provided image name contains forbidden characters.","Der Bilddateiname enthält nicht erlaubte Zeichen."
"The image MIME type is not valid or not supported.","Der Bild-MIME-Typ ist nicht gültig oder wird nicht unterstützt."
"Gift Wrapping with specified ID ""%1"" not found.","Geschenkverpackung mit der ID ""%1"" wurde nicht gefunden."
"Please enter valid currency code: %1","Bitte geben Sie einen gültigen Währungscode ein: %1"
"Unable to remove gift wrapping %1","Geschenkverpackung %1 kann nicht entfernt werden"
"Printed Card","Gedruckte Karte"
"Use Config Settings","Konfigurationseinstellungen verwenden"
"Use Default Value","Standardwerte verwenden"
"Leave a box blank if you don't want to add gift wrapping for whole order.","Lassen Sie die dieses Feld leer, wenn Sie keine Geschenkverpackung für die gesamte Bestellung hinzufügen möchten."
"Price Excl. Tax","Preis ohne MwSt."
"Price Incl. Tax","Preis inkl. MwSt."
"Send Gift Receipt","Geschenkbeleg versenden"
"Add Printed Card","Gedruckte Karte hinzufügen"
"Gift Wrapping for the Entire Order","Geschenkverpackung für die gesamte Bestellung"
"Other Gift Options","Andere Geschenkoptionen"
"Excl. Tax","Exkl. Steuern"
"Incl. Tax","Inkl. MwSt."
"Preview","Vorschau"
"Gift wrapping","Geschenkverpackung"
"Printed card","Gedruckte Karte"
"Gift receipt","Geschenkbeleg"
"Pick a paper of your choice (optional)","Wählen Sie ein Papier Ihrer Wahl (optional)"
"No image","Kein Bild"
"Remove","Entfernen"
"Gift Receipt","Geschenkbeleg"
"Allow Gift Wrapping on Order Level","Geschenkverpackung auf Bestellebene erlauben"
"Allow Gift Wrapping for Order Items","Geschenkverpackung auf Produktebene erlauben"
"Allow Gift Receipt","Geschenkbeleg erlauben"
"Allow Printed Card","Gedruckte Karte erlauben"
"Default Price for Printed Card","Standardpreis für gedruckte Karte"
"Tax Class for Gift Options","Steuerklasse für Geschenkoptionen"
"Display Gift Wrapping Prices","Preis für Geschenkverpackung anzeigen"
"Display Printed Card Prices","Preise für gedruckte Karte anzeigen"
"Delete","Löschen"
"Are you sure you want to delete the selected gift wrappings?","Sind Sie sicher, dass Sie die gewählten Geschenkverpackungen entfernen wollen?"
"Change Status","Status ändern"
"ID","ID"
"Gift Wrap Design","Geschenkverpackungs-Design"
"Action","Aktion"
"Edit","Bearbeiten"
"Dynamic","Dynamisch"
"Constant","Constant"
"Conversion Color value is not valid ""%1"". Please set hexadecimal 6-digit value.","Farbton-Wert ""%1"" ist ungültig. Bitte geben Sie einen sechsstelligen Hexadezimalwert ein."
"Conversion Id value is not valid ""%1"". Conversion Id should be an integer.","Conversion ID Wert ""%1"" ist ungültig. Conversion ID muss eine Ganzzahl sein."
"Google AdWords","Google Adwords"
"Enable","Aktivieren"
"Conversion ID","Conversion ID"
"Conversion Language","Konversionssprache"
"Conversion Format","Umwandlungsformat"
"Conversion Color","Konversionsfarbe"
"Conversion Label","Umbau-Label"
"Conversion Value Type","Umwandlungswert Typ"
"Conversion Value","Konversionswert"
"Google API","Google API"
"Google Analytics","Google Analytics"
"Enable","Aktivieren"
"Account Number","Kundenkontonummer"
"Anonymize IP","IP anonymisieren"
"Product View Optimization","Product View Optimization"
"Page View Optimization","Optimierung der Seitenansicht"
"Data key is missing: %1","Datenschlüssel fehlt: %1"
"Google Analytics Content Experiments Code","Google Analytics Content Experments Code"
"Experiment Code","Versuchs-Code"
"Experiment code should be added to the original page only.","Versuchs-Code sollte ausschließlich der Original-Seite hinzugefügt werden."
"Enable Content Experiments","Content-Tests aktivieren"
"Category View Optimization","Optimierung der Kategorie-Ansicht"
"Google Analytics Enhanced Ecommerce Settings","Universal Analytics"
"Send to Google","An Google senden"
"Yes","Ja"
"No","Nein"
"Creative","Kreativ"
"Universal Analytics","Universal-Analytics"
"Google Tag Manager","Google Tag Manager"
"Google Analytics","Google Analytics"
"Account type","Kontotyp"
"Container Id","Container ID"
"List property for the catalog page","Listen-Eigenschaft für Katalogseite"
"List property for the cross-sell block","Listen-Eigenschaft für den Cross-Sell Block"
"List property for the up-sell block","Listen-Eigenschaft für Upsell-Block"
"List property for the related products block","Listen-Eigenschaft für den Block ""verwandte Produkte"""
"List property for the search results page","Listen-Eigenschaft für Suchergebnis-Seite"
"’Internal Promotions’ for promotions field “Label”.","’Internal Promotions’ for promotions field “Label”."
"Request content type must be application/json","Request content type must be application/json"
"Store code %1 does not exist","Store code %1 does not exist"
"Entity code %1 does not exist.","Entity code %1 does not exist."
"Grouped Products","Gruppierte Produkte"
"Please specify the quantity of product(s).","Bitte geben Sie eine Anzahl für die Produkte an."
"Cannot process the item.","Kann das Element nicht verarbeiten."
"Add Products to Group","Produkte der Gruppe hinzufügen"
"Cancel","Abbrechen"
"Add Selected Products","Füge ausgewählte Artikel hinzu"
"A grouped product is made up of multiple, standalone products that are presented as a group. You can offer variations of a single product, or group them by season or theme to create a coordinated set. Each product can be purchased separately, or as part of the group.","Ein gruppiertes Produkt besteht aus mehreren Einzelprodukten, welche als Gruppe angeboten werden. Sie können verschiedene Ausführungen eines Einzelprodukts anbieten oder Einzelprodukte nach Saison oder Thema gruppieren, um ein abgestimmtes Set zu erstellen. Jedes Produkt kann separat oder als Teil der Gruppe gekauft werden."
"Remove","Entfernen"
"ID","ID"
"Thumbnail","Vorschaubild"
"Name","Name"
"Attribute Set","Attribut-Set"
"Status","Status"
"SKU","Artikelnummer"
"Price","Preis"
"Default Quantity","Standardmenge"
"Actions","Aktionen"
"Associated Products","Verknüpfte Produkte"
"Availability:","Verfügbarkeit:"
"Out of stock","Nicht lieferbar"
"Product Name","Artikelname"
"Qty","Menge"
"No options of this product are available.","Für diesen Artikel sind keine Optionen verfügbar."
"There are no grouped products.","Keine gruppierten Produkte vorhanden."
"Default Qty","Standardmenge"
"Starting at","Ab"
"Availability","Verfügbarkeit"
"In stock","Auf Lager"
"Grouped product items","Artikel für gruppiertes Produkt"
"Grouped Product Image","Bild für gruppiertes Produkt"
"Select...","Auswählen..."
"Type","Typ"
"Quantity","Menge"
"AttributeSetText","AttributeSetText"
"StatusText","Status-Text"
"""model"" value should be specified","""model"" value should be specified"
"Select...","Bitte wählen..."
"Status","Status"
"ID","ID"
"Thumbnail","Vorschaubild"
"Name","Name"
"Type","Typ"
"SKU","Artikelnummer"
"Quantity","Menge"
"Price","Preis"
"Attribute Set","Attribut-Set"
"AttributeSetText","AttributeSetText"
"StatusText","Status-Text"
"Export","Export"
"Export Settings","Import-Einstellungen"
"Entity Type","Entitätstyp"
"Export File Format","in Zeilen:"
"Fields Enclosure","Felder einschließen"
"From","Von"
"To","Bis"
"We can't filter an attribute with no attribute options.","Ein Attribut ohne Attribut-Optionen kann nicht gefiltert werden."
"Fixed Price: From","Fixed Price: From"
"Exclude","Ausschließen"
"Attribute Label","Attribut Label"
"Attribute Code","Attribut-Code"
"Filter","Filtern"
"Unknown attribute filter type","Unbekannter Attribut-Filter-Typ"
"Download","Herunterladen"
"Check Data","Daten prüfen"
"Import","Importieren"
"Import Settings","Import-Einstellungen"
"Import Behavior","Import-Verhalten"
"Stop on Error","Bei Fehlern anhalten"
"Skip error entries","Fehlerhafte Einträge überspringen"
"Allowed Errors Count","Anzahl erlaubter Fehler"
"Please specify number of errors to halt import process","Bitte geben Sie die Anzahl Fehler an, ab welcher der Import gestoppt werden soll"
"Field separator","Feldtrennzeichen"
"Multiple value separator","Trennzeichen für Felder mit mehreren Werten"
"Fields enclosure","Felder einschließen"
"File to Import","Zu importierende Datei"
"Select File to Import","Wählen Sie die zu importierende Datei"
"Images File Directory","Bilder-Dateiverzeichnis"
"For Type ""Local Server"" use relative path to Magento installation,
                                e.g. var/export, var/import, var/export/some/dir","For Type ""Local Server"" use relative path to Magento installation,
                                e.g. var/export, var/import, var/export/some/dir"
"Download Sample File","Download Beispiel-Datei"
"Please correct the data sent value.","Please correct the data sent value."
"Import/Export","Importieren/Exportieren"
"History","Historie"
"Import History","Import-Historie"
"Import history","Import-Historie"
"There is no sample file for this entity.","There is no sample file for this entity."
"Status","Status"
"Maximum error count has been reached or system error is occurred!","Maximale Fehleranzahl erreicht wurde oder ein Systemfehler ist aufgetreten!"
"Import successfully done","Import erfolgreich durchgeführt"
"Sorry, but the data is invalid or the file is not uploaded.","Sorry, but the data is invalid or the file is not uploaded."
"The file was not uploaded.","Die Datei wurde nicht hochgeladen."
"Data validation failed. Please fix the following errors and upload the file again.","Datenüberprüfung fehlgeschlagen. Bitte beheben Sie die folgenden Fehler und laden Sie die Datei erneut hoch."
"Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4","Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4"
"This file is empty. Please try another one.","Die Datei ist leer. Bitte wählen Sie eine andere aus."
"Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors","Bitte beheben Sie die Fehler und laden Sie die Datei erneut hoch oder nutzen Sie den Importieren-Button, um die Zeilen mit Fehlern zu überspringen"
"File is valid! To start import process press ""Import"" button","Datei ist gültig! Um den Import zu starten, klicken Sie auf ""Import"""
"The file is valid, but we can't import it for some reason.","Die Datei ist gültig, aber wir können sie aus irgendeinem Grund nicht importieren."
"Show more","Mehr anzeigen"
"Additional data","Zusätzliche Daten"
"Following Error(s) has been occurred during importing process:","Following Error(s) has been occurred during importing process:"
"Only the first 100 errors are shown.","Nur die ersten 100 Fehler werden angezeigt."
"Download full report","Vollständigen Bericht herunterladen"
"in row(s):","in Zeile(n):"
"Make sure your file isn't more than %1M.","Stellen Sie sicher, dass die Datei nicht mehr als %1M ist."
"We can't provide the upload settings right now.","Wir können die Upload-Einstellungen zur Zeit nicht bieten."
"Created: %1, Updated: %2, Deleted: %3","Erstellt: %1, Aktualisiert: %2, Gelöscht: %3"
